museo_id,museo_nombre,museo_tematica_n1,museo_fecha_fundacion,museo_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,museo_calle_numero,museo_colonia,museo_cp,museo_telefono1,pagina_web,pagina_web2,email,twitter,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
1772,"Museo del Ferrocarril de Querétaro","Historia","2015-01-21","Instituto de Cultura del Municipio de Querétaro",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Héroe de Nacozari s/n","Centro Histórico","76000","(442) 340 27 35","http://culturaqueretaro.gob.mx/iqca/sitio/Espaciosculturalescontroller/recinto/56","","","",-100.39686,20.60123,"http://sic.gob.mx/ficha.php?table=museo&table_id=1772","2021-04-20 07:14:07-05"
1856,"Museo de Arte Sacro","Arte","2015-09-11","Patronato del Museo",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Allende 4","Centro Histórico","76000","(442) 212 44 70","http://museodeartesacroqro.org/","","museodeartesacrodequeretaro@gmail.com","MuseoArteSaQro",-100.39352,20.59089,"http://sic.gob.mx/ficha.php?table=museo&table_id=1856","2021-08-16 09:06:09-05"
1948,"Museo Indígena Querétaro","Arte","2014-01-28","Centro De Desarrollo Artesanal Indígena",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Allende 20 Sur","Centro","76000","(442) 212 20 47","http://recintosculturalesqro.gob.mx/?p=106","","artesanosnacionales@outlook.com","",-100.39352,20.59086,"http://sic.gob.mx/ficha.php?table=museo&table_id=1948","2021-07-08 06:17:25-05"
2198,"Museo de la Marca","","2021-07-01","",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Calle Gonzalo Río Arronte 28","Col. Villas del Sol","76046","442 202 07 34","http://museodelamarca.com/",""," contacto@museodelamarca.com","museodelamarca",-100.38618,20.58419,"http://sic.gob.mx/ficha.php?table=museo&table_id=2198","2021-09-06 04:48:58-05"
436,"Museo de Arte de Querétaro","Arte","1988-09-22","Secretaría de Cultura del Estado de Querétaro/Dirección de Educación Artística y Servicios Culturales",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Allende 14 Sur","Centro Histórico","76000","(442) 212 23 57","http://culturaqueretaro.gob.mx/iqca/sitio/Espaciosculturalescontroller/recinto/8","","recepcionmaqro1@gmail.com","MuseoDeArteQRO",-100.39349,20.59105,"http://sic.gob.mx/ficha.php?table=museo&table_id=436","2019-11-20 08:35:41-06"
1682,"Museo de Ciencias XIMHAI","TND","2019-06-25","Universidad Autónoma de Querétaro",22,"Querétaro",14,"Querétaro",58,"Juriquilla","Av. de las Ciencias s/n","Santa Rosa Juriquilla","76230","","https://museoximhai.uaq.mx/","","pamelabg@uaq.mx.","",-100.44048,20.70433,"http://sic.gob.mx/ficha.php?table=museo&table_id=1682","2021-08-17 07:48:17-05"
1623,"Museo Comunitario Mineral de San Joaquín","Arqueología","2010-04-01","Dirección de Turismo del Ayuntamiento de San Joaquin",22,"Querétaro",15,"San Joaquín",1,"San Joaquín","Francisco Zarco s/n esq. Insurgentes","Centro","76550","(441) 293 53 19","","http://recintosculturalesqro.gob.mx/?p=151","turismo@sanjoaquin.gob.mx; turismo_sj@yahoo.com.mx","",-99.56537,20.91371,"http://sic.gob.mx/ficha.php?table=museo&table_id=1623","2021-08-17 04:53:30-05"
1915,"Museo Interactivo de Cultura del Agua","","2017-03-23","Junta de Agua Potable y Alcantarillado Municipal",22,"Querétaro",16,"San Juan del Río",1,"San Juan del Río","Parque Paseo de los Guzmán","Las Huertas","76807","(427) 129 00 73","https://www.japam.gob.mx/","","contacto@japam.gob.mx","",-100.00443,20.39065,"http://sic.gob.mx/ficha.php?table=museo&table_id=1915","2021-08-16 06:21:48-05"
38,"Museo de la Muerte","Historia","1997-06-24","Ayuntamiento de San Juan del Río",22,"Querétaro",16,"San Juan del Río",1,"San Juan del Río","Andador 2 de Abril núm. 42","Centro","76800","(427) 272 08 84","","","un.saenz@sanjuandelrio.gob.mx","",-99.99641,20.38325,"http://sic.gob.mx/ficha.php?table=museo&table_id=38","2019-10-28 06:00:28-06"
2169,"Museo del Nacimiento","","2019-11-14","Privado",22,"Querétaro",16,"San Juan del Río",1,"San Juan del Río","Av. Lic. Benito Juárez Pte. 183-B","Centro","76800","(427) 235 00 01","","","contacto@museodelnacimiento.org","",-100.00581,20.38385,"http://sic.gob.mx/ficha.php?table=museo&table_id=2169","2021-07-08 06:15:47-05"
1719,"Museo México me Encanta. Tradiciones mexicanas en miniatura","Arte","2014-04-12","Particular",22,"Querétaro",17,"Tequisquiapan",1,"Tequisquiapan","Calle 5 de Mayo núm. 11","Centro","76750","(414) 273 19 70","","","museomexicomeencanta@gmail.com","",-99.89217,20.52219,"http://sic.gob.mx/ficha.php?table=museo&table_id=1719","2021-01-13 10:01:08-06"
1973,"Museo del Queso y el Vino Tierra de Alonso","","1000-01-01","Particular",22,"Querétaro",17,"Tequisquiapan",1,"Tequisquiapan","Morelos 6","Centro","76750","(442) 190 76 18  ","http://www.tierradealonso.com/","","direccion@quesosvai.com","",-99.89174,20.52379,"http://sic.gob.mx/ficha.php?table=museo&table_id=1973","2019-03-04 05:47:37-06"
256,"Museo Comunitario Ya Nfadi Ya Ñohño (Los conocimientos de los otomíes)","Antropología","1995-09-27","Unión Estatal de Museos Comunitarios del Estado de Querétaro",22,"Querétaro",18,"Tolimán",1,"Tolimán","Av. Juárez s/n","Centro","76630","","","","","",-99.931,20.90811,"http://sic.gob.mx/ficha.php?table=museo&table_id=256","2021-08-17 05:10:06-05"
98,"Museo de la Isla de Cozumel","Ciencia y tecnología","1987-04-04","Fundación de Parques y Museos de Cozumel, Quintana Roo, A.C.",23,"Quintana Roo",1,"Cozumel",1,"Cozumel","Av. Rafael E. Melgar s/n","Centro","77600","(987) 872 14 75","","","museodireccion@hotmail.com","",-86.94785,20.51312,"http://sic.gob.mx/ficha.php?table=museo&table_id=98","2021-07-08 06:22:07-05"
1638,"Museo Maya Santa Cruz Xbáalam Naj","Arte","2010-03-22","Secretaría de Cultura de Quintana Roo/Ayuntamiento de Felipe Carrillo Puerto",23,"Quintana Roo",2,"Felipe Carrillo Puerto",1,"Felipe Carrillo Puerto","Calle 68 s/n entre Benito Juárez y Calle 64","Centro ","77200","(983) 834 11 25","","","cpopulares_85@hotmail.com","",-88.04536,19.57741,"http://sic.gob.mx/ficha.php?table=museo&table_id=1638","2019-10-29 06:43:58-06"
311,"Museo de la Guerra de Castas","Historia","1993-03-24","Instituto de la Cultura y las Artes de Quintana Roo",23,"Quintana Roo",2,"Felipe Carrillo Puerto",250,"Tihosuco","Calle 17 esq. Calle 26","Centro","77121","(983) 208 92 03","http://zonamaya.qroo.gob.mx/museo-de-la-guerra-de-castas/","","museogcastas@hotmail.com","",-88.3749,20.19659,"http://sic.gob.mx/ficha.php?table=museo&table_id=311","2021-04-22 04:46:32-05"
331,"Museo de la Ciudad de Chetumal","Historia","1998-03-26","Instituto de la Cultura y las Artes de Quintana Roo",23,"Quintana Roo",4,"Othón P. Blanco",1,"Chetumal","Av. Héroes 68","Centro","77000","(983) 832 30 02 ext. 139","http://www.secqr.gob.mx/museos/index.php?option=com_content&view=article&id=105&Itemid=27&lang=es","","museosqroo@hotmail.com","",-88.29696,18.49594,"http://sic.gob.mx/ficha.php?table=museo&table_id=331","2019-10-29 05:53:30-06"
106,"Museo de la Cultura Maya","Arqueología","1994-09-14","Instituto de la Cultura y las Artes de Quintana Roo",23,"Quintana Roo",4,"Othón P. Blanco",1,"Chetumal","Av. Héroes esq. Mahatma Gandhi s/n","Centro","77000","(983) 832 68 38 ","http://www.secqr.gob.mx/museos/index.php?option=com_content&view=article&id=89&Itemid=55&lang=es","","museomaya@hotmail.com; museosqroo@hotmail.com","",-88.29572,18.50413,"http://sic.gob.mx/ficha.php?table=museo&table_id=106","2019-10-29 06:00:48-06"
430,"Museo Maqueta de Payo Obispo","Historia","1985-01-22","Instituto de la Cultura y las Artes de Quintana Roo",23,"Quintana Roo",4,"Othón P. Blanco",1,"Chetumal","Av. Miguel Hidalgo s/n esq. 22 de Enero","Centro","77000","","","http://tuchetumal.com/es/activity/maqueta-payo-obispo/","iqcdir@iqc.gob.mx; museosqroo@hotmail.com","",-88.29356,18.49348,"http://sic.gob.mx/ficha.php?table=museo&table_id=430","2019-10-29 06:48:56-06"
2128,"Museo Regreso al Pasado","","2008-01-01","Hotel Azul Sensatori",23,"Quintana Roo",5,"Benito Juárez",1,"Cancún","Carret.Fed. Cancún-Puerto Morelos MZ 37 SM 12 Km 27.5 Bahia Petempich","","77580","866 527 47 62","http://backtothepast.com.mx/esp/index.html","","","",-86.84125,21.00416,"http://sic.gob.mx/ficha.php?table=museo&table_id=2128","2020-04-23 06:21:24-05"
1438,"Museo Subacuático de Arte (MUSA)","Arte","2009-11-14","Asociación de Náuticos de Cancún",23,"Quintana Roo",5,"Benito Juárez",1,"Cancún","Blvd. Kukulcán Km 10.3 , Punta Cancún y Punta Nizuc ","Zona Hotelera","77500","998 848 83 12","http://musamexico.org/es/","","info@musamexico.org","AquaworldCancun",-86.80658,21.07505,"http://sic.gob.mx/ficha.php?table=museo&table_id=1438","2020-04-23 06:02:25-05"
1595,"Museo Maya de Cancún","Arqueología","2012-11-01","Secretaría de Cultura/INAH",23,"Quintana Roo",5,"Benito Juárez",1,"Cancún","Blvd. Kukulcán km. 16.5 esq. Cucumate","Zona Hotelera de Cancún","77500","(998) 885 38 42","https://www.inah.gob.mx/red-de-museos/313-museo-maya-de-cancun","","museomayacancun@inah.gob.mx","@museomayacun",-86.77718,21.07363,"http://sic.gob.mx/ficha.php?table=museo&table_id=1595","2020-02-20 04:13:37-06"
1735,"Museo del Agua Ch’ooj K’uun (Oro azul)","Ciencia y tecnología","2013-07-19","Complejo Científico, Tecnológico y Cultural Planetario Cancún Ka’ Yok’",23,"Quintana Roo",5,"Benito Juárez",1,"Cancún","Av.  Palenque s/n, SM. 21 Mz. 05 Lt 1","","77500","(998) 883 95 57","https://www.planetariodecancun.org/museodelagua","","","",-86.83313,21.15291,"http://sic.gob.mx/ficha.php?table=museo&table_id=1735","2020-04-29 06:55:59-05"
479,"Museo Comunitario  Casa Maya","Historia","1998-05-01"," Dirección de Ecología Municipal/ Ayuntamiento de Benito Juárez",23,"Quintana Roo",5,"Benito Juárez",1,"Cancún","Parque Urbano  Kabah s/n ","Centro","77500","(998) 881 28 00 ext. 2197 ","","","","",-86.84009,21.14165,"http://sic.gob.mx/ficha.php?table=museo&table_id=479","2015-04-29 09:58:46-05"
1736,"Planetario de Cancún Ka´ Yok´","Ciencia y tecnología","2013-07-19","CONACYT",23,"Quintana Roo",5,"Benito Juárez",1,"Cancún","Av. Palenque s/n S.M. 21, Mz.5","","77505","(998) 883 95 57","https://www.planetariodecancun.org/domo","","rp.planetariodecancun@gmail.com","",-86.83304,21.15307,"http://sic.gob.mx/ficha.php?table=museo&table_id=1736","2020-04-22 13:30:56-05"
1928,"Museo Frida Khalo","","2017-07-27","Fundacion Frida Khalo",23,"Quintana Roo",8,"Solidaridad",1,"Playa del Carmen","Calle Quinta Avenida y Calle 8","Centro","77710","(984) 803 29 20","","","reservaciones.mfkrm@gmail.com","",-87.07272,20.62594,"http://sic.gob.mx/ficha.php?table=museo&table_id=1928","2021-08-02 03:41:16-05"
1857,"Sayab. Planetario de Playa del Carmen","Ciencia y tecnología","2016-12-16","Red de Observatorios Astronómicos de Quintana Roo",23,"Quintana Roo",8,"Solidaridad",1,"Playa del Carmen","Av. Paseo Central s/n Lt. 016 Mz 001","","77750","(984) 688 39 56 y 59","http://www.planetariodeplayadelcarmen.org/","https://www.facebook.com/Planetariodeplayadelcarmen/","difusionsayab@gmail.com","",-87.08494,20.65198,"http://sic.gob.mx/ficha.php?table=museo&table_id=1857","2018-07-10 06:31:14-05"
903,"Museo La Casa del Arte Popular Mexicano de Xcaret ","Arte","2002-09-14","Hacienda Henequera/Flora, Fauna y Cultura de México, A.C.",23,"Quintana Roo",8,"Solidaridad",1,"Playa del Carmen","Carr. Chetumal-Puerto Juárez, Km. 282","Parque Xcaret","77710","(998) 849 41 04","http://www.xcaret.com.mx/hacienda-henequenera","","diana@museoartepopularmexicano.org","",-87.12137,20.58024,"http://sic.gob.mx/ficha.php?table=museo&table_id=903","2018-07-10 06:06:40-05"
426,"Museo de Rescates Subacuáticos ","Arqueología","1988-01-01","Centro de Estudios y Deportes Acuáticos de México (CEDAM)",23,"Quintana Roo",8,"Solidaridad",308,"Puerto Aventuras","Blvd. Puerto Aventura s/n, Centro Comercial Marina","Puerto Aventura","77782","(984) 873 50 02","","","adriana@puertoaventuras.com.mx; ","",-87.34706,20.35199,"http://sic.gob.mx/ficha.php?table=museo&table_id=426","2019-10-29 06:15:32-06"
2105,"Museo de Sitio de la Zona Arqueológica de Cobá","","1000-01-01","Secretaría de Cutura/INAH",23,"Quintana Roo",9,"Tulum",57,"Cobá"," Carret. Cobá-Chanchén Primero KM. 2","","","(984) 206 71 66","","","","",-87.07528,20.62814,"http://sic.gob.mx/ficha.php?table=museo&table_id=2105","2019-01-24 06:19:12-06"
429,"Museo del Fuerte de Bacalar","Historia","1983-03-25","Instituto de la Cultura y las Artes de Quintana Roo",23,"Quintana Roo",10,"Bacalar",1,"Bacalar","Av. 3 ","Centro","77930","(983) 834 28 86","http://www.secqr.gob.mx/museos/index.php?option=com_content&view=article&id=123&Itemid=56&lang=es","","","",-88.3889,18.67692,"http://sic.gob.mx/ficha.php?table=museo&table_id=429","2019-09-23 06:30:10-05"
1953,"Museo Julián Carrillo","Especializado","2012-01-30","Municipio de Ahualulco",24,"San Luis Potosí",1,"Ahualulco",1,"Ahualulco del Sonido 13","Nabor Carrillo 22","Cuartel Tercero","78450","(444) 854 85 29","","","gas_tony@hotmail.com","",-101.16544,22.40061,"http://sic.gob.mx/ficha.php?table=museo&table_id=1953","2019-11-19 07:41:24-06"
220,"Museo Parroquial Padre José Robledo","Historia","1976-01-01","Parroquia de la Purísima Concepción",24,"San Luis Potosí",6,"Catorce",1,"Real de Catorce","Lanzagorta 36","Centro","78550","(488) 887 50 15","http://www.catorce-slp.gob.mx/2018-2021/","http://www.realdecatorce.net/home.htm","ernestoveg@yahoo.com.mx","",-100.88582,23.68974,"http://sic.gob.mx/ficha.php?table=museo&table_id=220","2019-11-27 06:06:50-06"
1515,"Museo de Ciudad del Maíz","Historia","2010-02-12","El Gran Lente, A.C.",24,"San Luis Potosí",10,"Ciudad del Maíz",1,"Ciudad del Maíz","Manuel José Othón s/n"," Centro","79320","(444) 829 81 81","","","museomaiz@hotmail.com","",-99.59966,22.40062,"http://sic.gob.mx/ficha.php?table=museo&table_id=1515","2019-11-27 06:39:34-06"
1367,"Museo Maam Ts´itsin Inik (Dios Hombre-Pájaro)","Antropología","2009-01-01","Comunitario",24,"San Luis Potosí",12,"Tancanhuitz",1,"Tancanhuitz","Centro Ceremonial Tam-Aletom 1a. Sección","Centro","","(555) 151 39 41","","","jozbers_@hotmail.com             ","",-458.94995,21.6085,"http://sic.gob.mx/ficha.php?table=museo&table_id=1367","2018-11-14 08:00:30-06"
407,"Museo Regional Huasteco","Arqueología","1978-12-31","Patronato del Museo Regional Huasteco, A.C.",24,"San Luis Potosí",13,"Ciudad Valles",1,"Ciudad Valles","Rotarios 623 esq. Artes","Col. Rotarios","79080","(481) 381 14 48","","","bibliomuseo_8360@hotmail.com","",-99.00966,21.98121,"http://sic.gob.mx/ficha.php?table=museo&table_id=407","2019-11-27 07:15:58-06"
845,"Museo de las Culturas de la Huasteca Potosina Tamuantzán","Arqueología","1997-01-23","Secretaría de Cultura del Gobierno del Estado de San Luis Potosí/Centro Cultural de la Huasteca",24,"San Luis Potosí",13,"Ciudad Valles",1,"Ciudad Valles","Carr. México-Laredo y Libramiento Sur","Fracc. Lomas de San José","79090","(481) 381 26 75","","","m.me/214478198906124","",-98.9973,21.96635,"http://sic.gob.mx/ficha.php?table=museo&table_id=845","2019-11-27 06:55:56-06"
1110,"Museo de Arte Sacro San Pedro de Guadalcázar","Especializado","2011-12-01","Patronato de la Parroquia de Guadalcázar",24,"San Luis Potosí",17,"Guadalcázar",1,"Guadalcázar","Mariano Jiménez s/n","Centro","78870","(486) 587 61 16","","","museoartesacrospedro@yahoo.com.mx ","",-100.3942,22.6176,"http://sic.gob.mx/ficha.php?table=museo&table_id=1110","2021-07-08 06:29:03-05"
405,"Museo Comunitario Caich","Antropología","1000-01-01","Caich, Asociación Civil",24,"San Luis Potosí",18,"Huehuetlán",2,"Chununtzén Uno","Chununtzen 1","","79893","(482) 361 41 02","","","","",-98.97431,21.48532,"http://sic.gob.mx/ficha.php?table=museo&table_id=405","2019-11-27 07:38:07-06"
659,"Museo de las Culturas de Matehuala","Historia","2003-12-23","Ayuntamiento de Matehuala",24,"San Luis Potosí",20,"Matehuala",1,"Matehuala","Hidalgo 703 Nte.","Centro","78700","(488) 882 2677 ",""," https://museomatehuala.wixsite.com/museodelasculturas","museoculturas7@gmail.com","",-100.64441,23.66513,"http://sic.gob.mx/ficha.php?table=museo&table_id=659","2019-11-27 07:48:29-06"
447,"Museo de Historia Natural José Vilet Brullet ","Especializado","1993-07-01","Particular",24,"San Luis Potosí",21,"Mexquitic de Carmona",1,"Mexquitic de Carmona","Carr. San Luis Potosí-Zacatecas Km. 22","","78400","(444) 814 91 32","http://zoologicosanluispotosi.blogspot.com/","","josepvilet@yahoo.com.mx","",-101.11817,22.2623,"http://sic.gob.mx/ficha.php?table=museo&table_id=447","2019-11-27 08:02:09-06"
1974,"Museo Municipal Profesor Miguel Ángel Herrera Bravo","Especializado","2008-12-03","Ayuntamiento de Rayón, Departamento de Cultura",24,"San Luis Potosí",23,"Rayón",1,"Rayón","Rivas Guillén esq. Allende","Col. Centro","79740","(487) 877 0063","http://www.rayonslp.com/museohistorico.html","http://www.rayonslp.com/HISTORIA.html","presidenciarayonslp@gmail.com","",-99.64574,21.84341,"http://sic.gob.mx/ficha.php?table=museo&table_id=1974","2019-11-27 08:13:58-06"
642,"Museo Regional del Rioverde","Historia","1999-01-14","Programa Nacional de Museos Comunitarios",24,"San Luis Potosí",24,"Rioverde",1,"Rioverde","Gral. Mariano Matamoros 143","Centro","79610","","","","museoregional1@hotmail.com","",-99.99947,21.93534,"http://sic.gob.mx/ficha.php?table=museo&table_id=642","2019-09-25 05:59:04-05"
1127,"Museo Interactivo Colibrí","Ciencia y tecnología","2003-08-01","Gobierno Municipal de Rioverde",24,"San Luis Potosí",24,"Rioverde",1,"Rioverde","Héroes Potosinos 444 ","Centro","79650","(487) 872 37 36","","http://www.facebook.com/note.php?note_id=394472923919601","colibri_direccion@hotmail.com","",-100.0019,21.93406,"http://sic.gob.mx/ficha.php?table=museo&table_id=1127","2018-11-07 07:05:37-06"
1364,"Museo de Sitio de Salinas","Historia","2006-11-19","Secretaría de Cultura del Gobierno del Estado de San Luis Potosí",24,"San Luis Potosí",25,"Salinas",1,"Salinas de Hidalgo","Jesús M. Isais s/n","Centro Histórico","78600","(496) 105 19 65","","","cultura_salinas@hotmail.com","",-101.71704,22.62931,"http://sic.gob.mx/ficha.php?table=museo&table_id=1364","2019-11-28 04:23:16-06"
440,"Museo del Virreinato ","Especializado","2003-09-19","Secretaría de Cultura del Gobierno del Estado de San Luis Potosí",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Villerías 115","Centro Histórico","78000","(444) 814 09 94, 829 28 21","http://www.museodelvirreinato.mx","http://culturaslp.gob.mx/museo-del-virreinato/","administración@museodelvirreinato.mx","Mvslp",-100.97379,22.15127,"http://sic.gob.mx/ficha.php?table=museo&table_id=440","2019-11-29 04:29:16-06"
1360,"Museo de los Exvotos del Sr. del Saucito","Arte","2004-08-01","Parroquia del Santuario de Nuestro Señor de Burgos del Saucito",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Av. Fray Diego de la Magdalena 80","Col. División del Norte","78250","(444) 823 04 94","","","burgossaucito@yahoo.com","",-101.00231,22.18535,"http://sic.gob.mx/ficha.php?table=museo&table_id=1360","2019-11-28 08:09:00-06"
887,"Museo Nacional de la Máscara","Arte","1982-03-10","Secretaría de Cultura del Gobierno del Estado de San Luis Potosí",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Villerías 2","Centro Histórico","78000","(444) 812 30 25","","","museodelamascara@hotmail.com","",-100.9742,22.15071,"http://sic.gob.mx/ficha.php?table=museo&table_id=887","2021-08-02 03:49:35-05"
524,"Museo Francisco Cossío","Arte","1970-11-20","Secretaría de Cultura del Gobierno del Estado de San Luis Potosí",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Av. Venustiano Carranza 1815","Col. Jardín","78270","(444) 813 22 47 ","http://culturaslp.gob.mx/museo-francisco-cossio/","","museofranciscocossio@gmail.com","",-101.00338,22.14902,"http://sic.gob.mx/ficha.php?table=museo&table_id=524","2019-11-29 06:21:41-06"
660,"Museo Regional Potosino","Arqueología","1952-11-20","Secretaría de Cultura/INAH",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Plaza Aranzazu s/n","Centro Histórico","78000","444 812 03 58","http://www.inah.gob.mx/red-de-museos/217-museo-regional-potosino","","museoregionalpotosino.direccion@yahoo.com.mx; luis_gutierrez@inah.gob.mx","MuseoRP",-100.97846,22.1487,"http://sic.gob.mx/ficha.php?table=museo&table_id=660","2020-03-02 05:14:41-06"
522,"Museo Federico Silva. Escultura Contemporánea","Arte","2003-09-18","Secretaría de Cultura del Gobierno del Estado de San Luis Potosí",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Álvaro Obregón 80, Jardín de San Juan de Dios","Centro Histórico","78000","(444) 812 3734 ext. 101","http://www.museofedericosilva.org","","contacto@museofedericosilva.org","",-100.97438,22.15303,"http://sic.gob.mx/ficha.php?table=museo&table_id=522","2019-11-29 04:42:47-06"
1955,"Planetario del Parque Tangamanga","Especializado","1000-01-01","SNTE",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Artesanos s/n,Parque Tangamanga","Colinas del Parque","78250","(444) 128 61 90 al 95","","","planetariosnte26@hotmail.com","",-101.00223,22.1313,"http://sic.gob.mx/ficha.php?table=museo&table_id=1955","2021-07-08 06:43:34-05"
1361,"Museo de Arte Contemporáneo (MAC)","Especializado","2009-08-14","Secretaría de Cultura del Gobierno del Estado de San Luis Potosí",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Morelos 235","Centro Histórico","78000","(444) 814 43 63","http://www.macsanluispotosi.com ","http://macsanluispotosi.com/","museoartecont@gmail.com","",-100.97559,22.15394,"http://sic.gob.mx/ficha.php?table=museo&table_id=1361","2019-11-28 06:45:09-06"
1964,"Museo de Arte Religioso","Historia","2017-07-22","El Atrio Restaurante",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Avanzada 580 esq.  Av. Cuauhtémoc","Col. Tequisquiapan","78230","(444) 379 31 71","","","galeriaherrera@hotmail.com","m.me/MUARRE",-100.99652,22.14759,"http://sic.gob.mx/ficha.php?table=museo&table_id=1964","2021-01-14 03:47:45-06"
1799,"Museo Leonora Carrington","Especializado","2018-03-22","Centro de las Artes de San Luis Potosí/Secretaría de Cultura de San Luis Potosí",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Calz. de Guadalupe 705-A","Col. Julián Carrillo","78340","(444) 137 41 00","https://www.leonoracarringtonmuseo.org/slp","","dir@leonoracarringtonmuseo.org","",-100.97063,22.13839,"http://sic.gob.mx/ficha.php?table=museo&table_id=1799","2021-01-14 03:51:11-06"
2116,"Pinacoteca de Centro de Difusión Cultural Raúl Gamboa","","1978-04-21","Instituto Potosino de Bellas Artes/Secretaría de Cultura de San Luis Potosí",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Av. Universidad esq. Negrete s/n ","Centro","78000","(444) 816 05 25 ","","http://institutopotosinodebellasartes.com/centro-de-difusion-cultural-raul-gamboa/","comunicacionsocial.ipba@gmail.com","",-100.97075,22.15053,"http://sic.gob.mx/ficha.php?table=museo&table_id=2116","2021-01-14 04:28:04-06"
47,"Museo de Tauromaquia","Especializado","1973-08-25","Centro Taurino Potosino, S.C.P.A.",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Av. Universidad 1110","Col. Paseo","78310","(444) 822 81 77","","","israel_luna@live.com","m.me/1469837196671018",-100.96505,22.15111,"http://sic.gob.mx/ficha.php?table=museo&table_id=47","2019-11-28 08:15:54-06"
2170,"Museo de Sitio Edificio Central UASLP","Especializado","2019-11-21","Universidad Autónoma de San Luis Potosí",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Álvaro Obregón 64","Centro Histórico","78000","(444) 826 23 00","","","","",-100.978,22.15279,"http://sic.gob.mx/ficha.php?table=museo&table_id=2170","2020-01-27 06:11:15-06"
1810,"Museo Interactivo de Tecnología Aplicada (MITA)","Especializado","2017-09-04","Facultad de Ingeniería/ Universidad Autónoma de San Luis Potosí",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Dr. Manuel Nava 304","Bellas Lomas-Zona Universitaria","78210","(444) 826 23 40, 826 23 00 ","","","direccionfiuaslp@gmail.com; rosma.fi.uaslp@gmail.com; difusion.cultural@uaslp.mx; direccion@ing.uaslp.mx","",-101.01659,22.14462,"http://sic.gob.mx/ficha.php?table=museo&table_id=1810","2019-11-29 05:04:29-06"
1362,"Museo del Ferrocarril Jesús García Corona. Héroe de Nacozari","Historia","2009-08-12","Secretaría de Cultura del Gobierno del Estado de San Luis Potosí",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Manuel José Othón esq. Chicoséin","Centro Histórico","78000","(444) 814 35 89","http://www.museodelferrocarril.gob.mx","","hola@museodelferrocarril.gob.mx   ","",-100.9711,22.15284,"http://sic.gob.mx/ficha.php?table=museo&table_id=1362","2019-11-28 08:23:39-06"
519,"Museo Othoniano. Casa de Othón","Especializado","1966-11-28","Secretaría de Cultura del Gobierno del Estado de San Luis Potosí",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Manuel José Othón 225","Centro Histórico","78000","(444) 812 74 12","","http://cronologiassanluispotosi.com/museo-othoniano--casa-de-othon-.html","casaothonslp@hotmail.com","",-100.97481,22.15162,"http://sic.gob.mx/ficha.php?table=museo&table_id=519","2020-01-27 05:27:13-06"
1231,"Museo Laberinto de las Ciencias y las Artes","Ciencia y tecnología","2008-09-06","Secretaría de Cultura del Gobierno del Estado de San Luis Potosí",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Blvd. Antonio Rocha Cordero s/n ","Col. Tierra Blanca","78364","(444) 102 78 00","http://www.museolaberinto.com/","","museo_laberinto@hotmail.com","museolaberinto",-100.9992,22.1174,"http://sic.gob.mx/ficha.php?table=museo&table_id=1231","2019-11-29 05:05:49-06"
2004,"Museo Leonora Carrington Xilitla","Arte","2018-10-19","Secretaría de Cultura de San Luis Potosí",24,"San Luis Potosí",54,"Xilitla",1,"Xilitla","Miguel Álvarez Acosta 109","Centro","79900","(489) 365 04 42","https://www.leonoracarringtonmuseo.org/xilitla/","","dif@leonoracarringtonmuseo.org","museoleonoracarrington",-98.99066,21.38522,"http://sic.gob.mx/ficha.php?table=museo&table_id=2004","2021-07-08 06:37:04-05"
